,Unnamed: 0,BathroomCount,BedroomCount,ConstructionYear,Country,District,Fireplace,FloodingZone,Furnished,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
28150,44294,1.0,3,,Belgium,Tournai,,NON_FLOOD_ZONE,0.0,1.0,200.0,,100.0,Péruwelz,,3.0,,7600,35000,20006699,Hainaut,Wallonie,,,TO_RENOVATE,house,285.0,,,,1,residential_sale
28154,44298,,3,,Belgium,Dendermonde,,,,,,,,Serskamp,0.0,3.0,B,9260,995,20006695,East Flanders,Flanders,,,,house,0.0,,,,1,residential_monthly_rent
28209,44354,1.0,3,2010.0,Belgium,Bastogne,,,,1.0,1.0,INSTALLED,146.0,Bertogne,0.0,4.0,C,6687,1100,20006616,Luxembourg,Wallonie,,,GOOD,house,0.0,0.0,1.0,,1,residential_monthly_rent
28237,44383,1.0,4,,Belgium,Charleroi,,,,1.0,50.0,,,Charleroi,0.0,3.0,B,6001,975,20006566,Hainaut,Wallonie,,,GOOD,house,0.0,0.0,,,1,residential_monthly_rent
28255,44401,2.0,4,,Belgium,Brussels,,,,,,INSTALLED,173.0,Ixelles,0.0,2.0,F,1050,2600,20006542,Brussels,Brussels,,2.0,AS_NEW,house,0.0,,1.0,2.0,1,residential_monthly_rent
28286,44433,1.0,4,1950.0,Belgium,Gent,,NON_FLOOD_ZONE,,,,,149.0,Sleidinge,0.0,3.0,C,9940,920,20006498,East Flanders,Flanders,1.0,0.0,GOOD,house,0.0,,,0.0,1,residential_monthly_rent
28291,44438,,4,,Belgium,Brussels,,,,,,,110.0,Bruxelles,200.0,2.0,,1000,1800,20006493,Brussels,Brussels,10.0,3.0,,house,40.0,0.0,,3.0,1,residential_monthly_rent
28314,44461,1.0,3,,Belgium,Dendermonde,,,,,,HYPER_EQUIPPED,165.0,Lebbeke,0.0,2.0,,9280,950,20006464,East Flanders,Flanders,,,,town_house,55.0,0.0,,2.0,1,residential_monthly_rent
28323,44470,2.0,3,1970.0,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,1.0,130.0,HYPER_EQUIPPED,170.0,Wezembeek-Oppem,0.0,4.0,D,1970,2900,20006452,Flemish Brabant,Flanders,,1.0,GOOD,house,300.0,0.0,1.0,2.0,1,residential_monthly_rent
28330,44477,1.0,2,,Belgium,Verviers,,,,,,,,Thimister-Clermont,0.0,4.0,,4890,850,20006440,Liège,Wallonie,2.0,,GOOD,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
28352,44500,1.0,2,,Belgium,Brugge,,,,,,INSTALLED,125.0,Brugge,0.0,3.0,C,8200,1150,20006415,West Flanders,Flanders,,0.0,JUST_RENOVATED,house,228.0,0.0,1.0,2.0,1,residential_monthly_rent
28355,44504,1.0,4,,Belgium,Brugge,1.0,,,,,,,SINT-ANDRIES,0.0,,,8200,975,20006405,West Flanders,Flanders,,0.0,,villa,0.0,,1.0,2.0,1,residential_monthly_rent
28356,44505,2.0,3,,Belgium,Tournai,,,,,,,170.0,RONGY,0.0,4.0,B,7623,1200,20006403,Hainaut,Wallonie,,0.0,JUST_RENOVATED,house,0.0,,,2.0,1,residential_monthly_rent
28418,44573,1.0,2,,Belgium,Aalst,,,,,,INSTALLED,130.0,Aalst,0.0,2.0,C,9300,790,20006331,East Flanders,Flanders,,1.0,AS_NEW,house,101.0,,1.0,1.0,1,residential_monthly_rent
28422,44577,2.0,5,1990.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,100.0,HYPER_EQUIPPED,250.0,1180 - Uccle,1.0,3.0,,1180,2900,20006328,Brussels,Brussels,,1.0,GOOD,house,250.0,0.0,1.0,3.0,1,residential_monthly_rent
28445,44601,,5,1930.0,Belgium,Brussels,,,,1.0,15.0,SEMI_EQUIPPED,,Uccle,46.0,2.0,D,1180,2500,20006298,Brussels,Brussels,,5.0,GOOD,house,120.0,0.0,1.0,6.0,1,residential_monthly_rent
28454,44611,2.0,3,2019.0,Belgium,Leuven,,NON_FLOOD_ZONE,,,,,,Huldenberg,100.0,3.0,A,3040,2200,20006282,Flemish Brabant,Flanders,,,AS_NEW,villa,0.0,0.0,1.0,2.0,1,residential_monthly_rent
28519,44677,1.0,3,2017.0,Belgium,Antwerp,,NON_FLOOD_ZONE,,,,INSTALLED,,Brasschaat,0.0,3.0,A,2930,1200,20006204,Antwerp,Flanders,3.0,,AS_NEW,house,150.0,0.0,1.0,2.0,1,residential_monthly_rent
28545,44703,2.0,5,,Belgium,Roeselare,,,,1.0,200.0,,,Lichtervelde,0.0,2.0,D,8810,750,11480210,West Flanders,Flanders,1.0,0.0,,house,453.0,,,2.0,1,residential_monthly_rent
28628,44792,2.0,4,2024.0,Belgium,Antwerp,,NON_FLOOD_ZONE,,1.0,139.0,USA_HYPER_EQUIPPED,182.0,Wijnegem,0.0,3.0,A,2110,2050,20006135,Antwerp,Flanders,,,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
28671,44836,1.0,3,2001.0,Belgium,Dendermonde,,,,,,SEMI_EQUIPPED,143.0,LAARNE,0.0,3.0,C,9270,1075,11480105,East Flanders,Flanders,,0.0,GOOD,house,0.0,,,0.0,1,residential_monthly_rent
28709,44883,4.0,5,1774.0,Belgium,Nivelles,,,,1.0,300.0,INSTALLED,274.0,Chaumont-Gistoux Dion-Valmont,0.0,3.0,B,1325,2500,20006101,Walloon Brabant,Wallonie,,1.0,GOOD,country_cottage,600.0,0.0,1.0,5.0,1,residential_monthly_rent
28728,44902,1.0,1,1950.0,Belgium,Huy,,NON_FLOOD_ZONE,0.0,1.0,310.0,NOT_INSTALLED,52.0,Marchin,,3.0,G,4570,40000,20006076,Liège,Wallonie,,1.0,TO_RESTORE,house,345.0,0.0,,1.0,1,residential_sale
28811,44996,2.0,5,,Belgium,Gent,,NON_FLOOD_ZONE,,1.0,53.0,,170.0,Gent,0.0,4.0,B,9000,1850,11479899,East Flanders,Flanders,11.0,0.0,AS_NEW,house,130.0,,1.0,2.0,1,residential_monthly_rent
28820,45005,1.0,4,,Belgium,Mechelen,,,,1.0,400.0,,,Bornem,0.0,4.0,A,2880,1500,20006020,Antwerp,Flanders,,1.0,,villa,500.0,0.0,1.0,3.0,1,residential_monthly_rent
28863,45049,1.0,2,,Belgium,Mons,,,,,,INSTALLED,90.0,Dour,0.0,2.0,F,7370,780,20005969,Hainaut,Wallonie,,1.0,JUST_RENOVATED,house,100.0,0.0,1.0,1.0,1,residential_monthly_rent
28876,45064,1.0,3,2011.0,Belgium,Turnhout,,NON_FLOOD_ZONE,,,,INSTALLED,211.0,VORSELAAR,0.0,3.0,B,2290,1395,11479893,Antwerp,Flanders,,1.0,GOOD,house,0.0,,1.0,3.0,1,residential_monthly_rent
28953,45142,2.0,4,,Belgium,Namur,,,,1.0,100.0,,,SAINT-SERVAIS,0.0,2.0,F,5002,1250,20005928,Namur,Wallonie,,0.0,,house,0.0,,,3.0,1,residential_monthly_rent
28994,45183,,2,1850.0,Belgium,Neufchâteau,,,,,,,,Saint-Hubert,,2.0,,6870,10000,20005852,Luxembourg,Wallonie,,,TO_RESTORE,house,255.0,,,,1,residential_sale
29002,45191,1.0,3,,Belgium,Ieper,,,,,,,181.0,Vlamertinge,0.0,,B,8908,815,11479792,West Flanders,Flanders,4.0,,JUST_RENOVATED,house,308.0,,,2.0,1,residential_monthly_rent
29035,45228,1.0,2,,Belgium,Dinant,,NON_FLOOD_ZONE,,,,INSTALLED,114.0,Ciney,0.0,2.0,D,5590,850,11479744,Namur,Wallonie,,,AS_NEW,house,0.0,0.0,1.0,1.0,1,residential_monthly_rent
29049,45242,3.0,4,1987.0,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,1.0,580.0,HYPER_EQUIPPED,200.0,Rhode-Saint-Genèse,1.0,4.0,C,1640,2200,11479723,Flemish Brabant,Flanders,,2.0,GOOD,villa,1180.0,0.0,1.0,2.0,1,residential_monthly_rent
29077,45270,2.0,5,,Belgium,Dinant,1.0,,,1.0,500.0,,200.0,Rochefort,0.0,4.0,E,5580,1250,20005816,Namur,Wallonie,6.0,1.0,GOOD,villa,700.0,,1.0,2.0,1,residential_monthly_rent
29087,45280,2.0,3,,Belgium,Leuven,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,170.0,Tienen,0.0,2.0,A,3300,1200,20005799,Flemish Brabant,Flanders,,,,house,165.0,0.0,1.0,,1,residential_monthly_rent
29098,45291,1.0,2,1930.0,Belgium,Virton,,NON_FLOOD_ZONE,,,,INSTALLED,96.0,Chiny Izel,0.0,3.0,E,6810,800,20005787,Luxembourg,Wallonie,,1.0,AS_NEW,house,638.0,0.0,,1.0,1,residential_monthly_rent
29114,45307,1.0,4,,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,1800.0,HYPER_EQUIPPED,212.0,Uccle,150.0,4.0,G,1180,3850,20005765,Brussels,Brussels,,1.0,AS_NEW,villa,2000.0,0.0,1.0,3.0,1,residential_monthly_rent
29154,45353,1.0,4,,Belgium,Soignies,1.0,,,,,SEMI_EQUIPPED,180.0,Lessines,0.0,3.0,,7861,900,11479666,Hainaut,Wallonie,8.0,,TO_BE_DONE_UP,house,200.0,0.0,,1.0,1,residential_monthly_rent
29155,45355,2.0,3,2015.0,Belgium,Aalst,,NON_FLOOD_ZONE,,1.0,30.0,INSTALLED,150.0,Geraardsbergen,0.0,2.0,B,9500,1150,11479665,East Flanders,Flanders,3.0,2.0,AS_NEW,house,350.0,0.0,1.0,2.0,1,residential_monthly_rent
29205,45407,3.0,5,2010.0,Belgium,Nivelles,1.0,NON_FLOOD_ZONE,,1.0,1.0,HYPER_EQUIPPED,315.0,Braine-l'Alleud,100.0,4.0,B,1420,3500,20005717,Walloon Brabant,Wallonie,,,GOOD,villa,1840.0,0.0,1.0,,1,residential_monthly_rent
29212,45414,1.0,2,,Belgium,Gent,,NON_FLOOD_ZONE,,,,INSTALLED,,Evergem,0.0,4.0,E,9940,995,20005706,East Flanders,Flanders,,,JUST_RENOVATED,house,410.0,0.0,,1.0,1,residential_monthly_rent
29214,45416,0.0,0,,Belgium,Hasselt,,,,,,,,Sint-Truiden,0.0,,,3800,800,20005704,Limburg,Flanders,,,,house,0.0,,,0.0,1,residential_monthly_rent
29215,45417,1.0,3,1950.0,Belgium,Hasselt,,,,,,,,Sint-Truiden,0.0,,D,3800,800,20005705,Limburg,Flanders,9.0,,,house,90.0,,,1.0,1,residential_monthly_rent
29238,45440,3.0,4,1998.0,Belgium,Nivelles,1.0,NON_FLOOD_ZONE,,1.0,1.0,HYPER_EQUIPPED,355.0,Braine-l'Alleud,0.0,4.0,B,1420,3450,20005663,Walloon Brabant,Wallonie,,,AS_NEW,villa,1600.0,0.0,1.0,,1,residential_monthly_rent
29246,45448,,0,,Belgium,Waremme,,,,,,,,Waremme,0.0,,,4300,10040,11479604,Liège,Wallonie,,,,house,0.0,0.0,,,1,residential_monthly_rent
29277,45479,1.0,3,2024.0,Belgium,Aalst,,,,,,HYPER_EQUIPPED,145.0,Herzele,0.0,3.0,,9550,1300,11479559,East Flanders,Flanders,,1.0,GOOD,house,314.0,0.0,1.0,2.0,1,residential_monthly_rent
29323,45526,1.0,3,,Belgium,Leuven,,,,,,INSTALLED,150.0,KESSEL-LO,0.0,3.0,A,3010,1495,20005630,Flemish Brabant,Flanders,,0.0,GOOD,house,0.0,,,2.0,1,residential_monthly_rent
29338,45541,2.0,6,1990.0,Belgium,Nivelles,1.0,,,1.0,800.0,USA_HYPER_EQUIPPED,250.0,Waterloo,0.0,4.0,B,1410,3000,20005605,Walloon Brabant,Wallonie,11.0,2.0,AS_NEW,villa,1000.0,0.0,1.0,3.0,1,residential_monthly_rent
29344,45547,1.0,4,,Belgium,Charleroi,,,,1.0,250.0,SEMI_EQUIPPED,,Farciennes,0.0,2.0,,6240,1100,20005599,Hainaut,Wallonie,,,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
29356,45559,2.0,4,1900.0,Belgium,Brussels,,,,1.0,45.0,INSTALLED,270.0,Schaerbeek,0.0,2.0,E,1030,2500,20005580,Brussels,Brussels,,2.0,JUST_RENOVATED,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
29361,45564,1.0,3,,Belgium,Mons,,,,,,INSTALLED,120.0,Cambron-Saint-Vincent,0.0,4.0,D,7870,1400,20005572,Hainaut,Wallonie,,1.0,GOOD,villa,1632.0,,1.0,2.0,1,residential_monthly_rent
29364,45567,1.0,3,,Belgium,Liège,,,,1.0,1.0,INSTALLED,110.0,Liège,0.0,2.0,,4030,900,20005567,Liège,Wallonie,,1.0,JUST_RENOVATED,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
29368,45571,1.0,2,,Belgium,Ieper,,NON_FLOOD_ZONE,,,,SEMI_EQUIPPED,67.0,POPERINGE,0.0,2.0,D,8970,595,11479512,West Flanders,Flanders,,0.0,GOOD,house,67.0,,,2.0,1,residential_monthly_rent
29392,45596,5.0,5,,Belgium,Liège,,NON_FLOOD_ZONE,,,,INSTALLED,245.0,Liège,0.0,2.0,B,4020,1800,11479478,Liège,Wallonie,,5.0,JUST_RENOVATED,house,0.0,0.0,,4.0,1,residential_monthly_rent
29427,45633,1.0,4,,Belgium,Mons,,,,,,,199.0,Havay,0.0,4.0,G,7041,1300,11479425,Hainaut,Wallonie,,,,house,0.0,,,1.0,1,residential_monthly_rent
29445,45651,1.0,4,1950.0,Belgium,Dinant,,NON_FLOOD_ZONE,,1.0,550.0,INSTALLED,115.0,Ciney,0.0,4.0,E,5590,1250,20005539,Namur,Wallonie,,1.0,GOOD,house,740.0,0.0,1.0,2.0,1,residential_monthly_rent
29465,45673,2.0,4,,Belgium,Gent,,,,1.0,35.0,,328.0,Gent,0.0,,D,9000,2650,20005504,East Flanders,Flanders,14.0,,,house,0.0,,,1.0,1,residential_monthly_rent
29525,45762,2.0,4,1998.0,Belgium,Antwerp,,,,,,,310.0,Brasschaat,0.0,,C,2930,2800,20005452,Antwerp,Flanders,13.0,,AS_NEW,villa,1450.0,,1.0,0.0,1,residential_monthly_rent
29528,45765,2.0,4,,Belgium,Halle-Vilvoorde,,,,,,HYPER_EQUIPPED,195.0,Wemmel,0.0,,C,1780,2500,20005446,Flemish Brabant,Flanders,14.0,,,villa,0.0,,,1.0,1,residential_monthly_rent
29531,45768,1.0,3,,Belgium,Leuven,,,,,,INSTALLED,150.0,Bertem,0.0,,C,3060,1395,20005443,Flemish Brabant,Flanders,14.0,,,house,0.0,,,2.0,1,residential_monthly_rent
29577,45861,1.0,2,,Belgium,Kortrijk,,POSSIBLE_FLOOD_ZONE,,,,,134.0,Marke,0.0,4.0,E,8510,1100,20005392,West Flanders,Flanders,1.0,0.0,AS_NEW,house,696.0,,,2.0,1,residential_monthly_rent
29596,45881,1.0,2,,Belgium,Roeselare,,NON_FLOOD_ZONE,,,,INSTALLED,169.0,Gits,0.0,,A,8830,795,20005365,West Flanders,Flanders,13.0,,GOOD,house,324.0,,1.0,1.0,1,residential_monthly_rent
29605,45890,2.0,3,1987.0,Belgium,Brugge,,NON_FLOOD_ZONE,,,,,179.0,Knokke-Heist,0.0,,C,8300,4850,20005350,West Flanders,Flanders,13.0,,GOOD,villa,842.0,,,0.0,1,residential_monthly_rent
29639,45925,0.0,1,,Belgium,Kortrijk,,,,,,,160.0,WAREGEM,0.0,3.0,,8790,900,11479270,West Flanders,Flanders,,0.0,,house,439.0,,,2.0,1,residential_monthly_rent
29642,45928,0.0,3,1945.0,Belgium,Marche-en-Famenne,,,,1.0,350.0,SEMI_EQUIPPED,136.0,MARCOURT,0.0,,B,6987,950,11479259,Luxembourg,Wallonie,,1.0,,house,350.0,,1.0,2.0,1,residential_monthly_rent
29646,45932,0.0,3,,Belgium,Sint-Niklaas,,,,,,,184.0,Lokeren,0.0,2.0,B,9160,920,11479246,East Flanders,Flanders,1.0,0.0,,town_house,0.0,,1.0,2.0,1,residential_monthly_rent
29665,45951,1.0,2,,Belgium,Gent,,,,,,,93.0,Evergem,45.0,4.0,B,9940,780,11479223,East Flanders,Flanders,1.0,0.0,,house,0.0,,,1.0,1,residential_monthly_rent
29669,45955,1.0,4,,Belgium,Tielt,,,,,,,195.0,Ruiselede,0.0,4.0,F,8755,875,11479220,West Flanders,Flanders,1.0,0.0,GOOD,house,0.0,,,1.0,1,residential_monthly_rent
29670,45956,1.0,2,,Belgium,Gent,,,,,,,267.0,Aalter,0.0,4.0,C,9880,900,11479218,East Flanders,Flanders,1.0,0.0,,house,0.0,,,2.0,1,residential_monthly_rent
29679,45965,1.0,3,,Belgium,Gent,,,,,,,165.0,Aalter,0.0,3.0,B,9880,925,11479208,East Flanders,Flanders,1.0,0.0,AS_NEW,house,0.0,,,2.0,1,residential_monthly_rent
29681,45967,1.0,3,,Belgium,Gent,,,,,,,172.0,Bellem,0.0,3.0,B,9881,925,11479206,East Flanders,Flanders,1.0,0.0,AS_NEW,house,0.0,,,2.0,1,residential_monthly_rent
29695,45981,1.0,4,,Belgium,Antwerp,,,,1.0,1500.0,,210.0,Antwerpen,0.0,4.0,,2610,5500,11479175,Antwerp,Flanders,,,GOOD,mixed_use_building,3500.0,1.0,1.0,2.0,1,residential_monthly_rent
29767,46057,1.0,2,,Belgium,Turnhout,,,,1.0,263.0,SEMI_EQUIPPED,123.0,Kasterlee,0.0,3.0,E,2460,880,11479153,Antwerp,Flanders,,0.0,GOOD,house,748.0,,,0.0,1,residential_monthly_rent
29777,46067,1.0,3,2011.0,Belgium,Tongeren,,NON_FLOOD_ZONE,,1.0,106.0,HYPER_EQUIPPED,115.0,Riemst,0.0,2.0,A,3770,950,11479139,Limburg,Flanders,,,AS_NEW,house,0.0,,1.0,2.0,1,residential_monthly_rent
29862,46153,1.0,4,2016.0,Belgium,Nivelles,,,,1.0,150.0,HYPER_EQUIPPED,140.0,Waterloo,175.0,3.0,,1410,2200,20005166,Walloon Brabant,Wallonie,,1.0,,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
29863,46154,1.0,3,2022.0,Belgium,Namur,,NON_FLOOD_ZONE,,1.0,264.0,USA_HYPER_EQUIPPED,134.0,Namur,10.0,2.0,B,5004,1450,20005165,Namur,Wallonie,,1.0,AS_NEW,house,385.0,0.0,1.0,2.0,1,residential_monthly_rent
29926,46218,,3,,Belgium,Kortrijk,1.0,NON_FLOOD_ZONE,,1.0,1200.0,INSTALLED,300.0,Wevelgem,0.0,6.0,D,8560,1250,11478903,West Flanders,Flanders,3.0,1.0,JUST_RENOVATED,bungalow,1600.0,0.0,1.0,2.0,1,residential_monthly_rent
29935,46228,4.0,6,,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,170.0,Saint-Gilles,0.0,2.0,F,1060,3400,11478886,Brussels,Brussels,,4.0,GOOD,house,0.0,0.0,,3.0,1,residential_monthly_rent
29936,46229,0.0,1,1950.0,Belgium,Turnhout,,NON_FLOOD_ZONE,,,,SEMI_EQUIPPED,123.0,HERENTALS,0.0,2.0,C,2200,950,11478875,Antwerp,Flanders,,1.0,GOOD,house,67.0,,,1.0,1,residential_monthly_rent
30028,46341,1.0,2,,Belgium,Turnhout,,,,,,,120.0,Turnhout,0.0,2.0,D,2300,1000,11478792,Antwerp,Flanders,,,,house,104.0,,1.0,,1,residential_monthly_rent
30045,46358,1.0,3,,Belgium,Huy,,,,,,INSTALLED,150.0,COUTHUIN,0.0,3.0,C,4218,1100,11478761,Liège,Wallonie,,0.0,AS_NEW,house,0.0,,,2.0,1,residential_monthly_rent
30082,46405,,4,,Belgium,Namur,,,,1.0,200.0,,,Sambreville,0.0,4.0,,5060,650,20004977,Namur,Wallonie,,,AS_NEW,house,0.0,0.0,1.0,,1,residential_monthly_rent
30117,46454,1.0,5,,Belgium,Nivelles,,,,,,INSTALLED,210.0,Jauche,50.0,3.0,D,1350,1100,11478706,Walloon Brabant,Wallonie,,,GOOD,house,0.0,,,1.0,1,residential_monthly_rent
30138,46478,1.0,2,,Belgium,Dinant,,,,,,,178.0,Leignon,0.0,4.0,C,5590,920,11478664,Namur,Wallonie,3.0,,GOOD,villa,0.0,,1.0,,1,residential_monthly_rent
30169,46510,3.0,5,,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,300.0,HYPER_EQUIPPED,400.0,Uccle,0.0,3.0,F,1180,3900,20004902,Brussels,Brussels,,,AS_NEW,house,3000.0,0.0,1.0,4.0,1,residential_monthly_rent
30212,46557,0.0,3,,Belgium,Dendermonde,,NON_FLOOD_ZONE,,,,INSTALLED,,Hamme (9220),0.0,,B,9220,850,11478637,East Flanders,Flanders,3.0,,JUST_RENOVATED,mixed_use_building,0.0,,,0.0,1,residential_monthly_rent
30223,46568,0.0,0,,Belgium,Brugge,,,,,,,,Brugge,0.0,4.0,,8000,70,11478623,West Flanders,Flanders,1.0,0.0,,house,0.0,,,0.0,1,residential_monthly_rent
30235,46580,2.0,5,,Belgium,Leuven,,,,,,,,Kortenberg Everberg,0.0,3.0,,3078,2000,11478596,Flemish Brabant,Flanders,,,,house,0.0,,,2.0,1,residential_monthly_rent
30236,46581,2.0,5,,Belgium,Leuven,,,,,,,,Kortenberg Everberg,0.0,3.0,,3078,2000,11478597,Flemish Brabant,Flanders,,,,house,0.0,,,2.0,1,residential_monthly_rent
30237,46582,1.0,3,2004.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,850.0,SEMI_EQUIPPED,170.0,Incourt Roux-Miroir,0.0,3.0,C,1315,1420,11478595,Walloon Brabant,Wallonie,,1.0,AS_NEW,house,850.0,0.0,1.0,2.0,1,residential_monthly_rent
30241,46586,2.0,3,2014.0,Belgium,Mechelen,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,150.0,Lier,95.0,2.0,A,2500,1475,11478592,Antwerp,Flanders,,1.0,AS_NEW,house,100.0,,1.0,2.0,1,residential_monthly_rent
30257,46603,1.0,2,,Belgium,Mons,,,,,,SEMI_EQUIPPED,130.0,Mons,0.0,2.0,E,7000,745,11478560,Hainaut,Wallonie,,,GOOD,house,0.0,,,1.0,1,residential_monthly_rent
30283,46634,2.0,3,1964.0,Belgium,Brussels,1.0,,,1.0,60.0,HYPER_EQUIPPED,115.0,Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe,0.0,2.0,,1200,2200,20004827,Brussels,Brussels,,,AS_NEW,town_house,80.0,0.0,1.0,,1,residential_monthly_rent
30288,46641,4.0,5,1951.0,Belgium,Halle-Vilvoorde,,,,1.0,550.0,HYPER_EQUIPPED,340.0,Linkebeek,0.0,3.0,,1630,3200,20004821,Flemish Brabant,Flanders,,2.0,GOOD,villa,670.0,1.0,1.0,3.0,1,residential_monthly_rent
30338,46695,1.0,4,2023.0,Belgium,Gent,,NON_FLOOD_ZONE,,,,INSTALLED,142.0,NEVELE,0.0,3.0,,9850,1225,11478482,East Flanders,Flanders,,0.0,,house,0.0,,,2.0,1,residential_monthly_rent
30342,46699,2.0,4,1996.0,Belgium,Halle-Vilvoorde,,,,1.0,450.0,INSTALLED,235.0,Overijse,0.0,4.0,C,3090,2200,11478478,Flemish Brabant,Flanders,,,AS_NEW,house,711.0,0.0,1.0,2.0,1,residential_monthly_rent
30345,46702,1.0,2,,Belgium,Soignies,,,,,,,70.0,Enghien,0.0,2.0,D,7850,745,11478473,Hainaut,Wallonie,,,,house,0.0,,,,1,residential_monthly_rent
30356,46713,2.0,4,2024.0,Belgium,Ath,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,209.0,Ville-Pommeroeul,0.0,3.0,A+,7322,1850,11478396,Hainaut,Wallonie,,1.0,GOOD,house,564.0,0.0,1.0,2.0,1,residential_monthly_rent
30357,46714,1.0,2,1930.0,Belgium,Oudenaarde,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,234.0,Ronse,0.0,2.0,C,9600,1750,11478391,East Flanders,Flanders,,,AS_NEW,mixed_use_building,133.0,0.0,1.0,2.0,1,residential_monthly_rent
30411,46771,1.0,2,2024.0,Belgium,Turnhout,,NON_FLOOD_ZONE,,,,INSTALLED,121.0,GROBBENDONK,0.0,3.0,,2280,1495,20004750,Antwerp,Flanders,,0.0,,house,0.0,,1.0,2.0,1,residential_monthly_rent
30421,46781,4.0,5,,Belgium,Brussels,,,,,,HYPER_EQUIPPED,424.0,Ixelles,0.0,2.0,D,1050,5500,20004729,Brussels,Brussels,,4.0,AS_NEW,house,148.0,0.0,1.0,5.0,1,residential_monthly_rent
30460,46827,0.0,3,,Belgium,Leuven,,,,,,,123.0,Tremelo,0.0,4.0,C,3120,1220,11478298,Flemish Brabant,Flanders,1.0,0.0,AS_NEW,bungalow,0.0,,,0.0,1,residential_monthly_rent
30502,46875,2.0,3,1930.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,165.0,HYPER_EQUIPPED,140.0,Uccle,0.0,2.0,D,1180,1950,20004687,Brussels,Brussels,,1.0,AS_NEW,house,248.0,0.0,1.0,2.0,1,residential_monthly_rent
30506,46879,1.0,2,,Belgium,Dendermonde,,,,1.0,50.0,HYPER_EQUIPPED,125.0,Wetteren,0.0,3.0,A,9230,945,20004681,East Flanders,Flanders,,1.0,AS_NEW,house,350.0,0.0,1.0,2.0,1,residential_monthly_rent
30511,46884,1.0,2,,Belgium,Charleroi,,,,,,,,Seneffe,0.0,2.0,C,7181,950,20004673,Hainaut,Wallonie,,1.0,JUST_RENOVATED,house,0.0,,1.0,1.0,1,residential_monthly_rent
30570,46952,1.0,4,,Belgium,Halle-Vilvoorde,,,,,,INSTALLED,166.0,Sterrebeek,0.0,3.0,C,1933,1800,11478084,Flemish Brabant,Flanders,,,,villa,0.0,0.0,1.0,2.0,1,residential_monthly_rent
30571,46953,2.0,3,,Belgium,Leuven,,,,1.0,800.0,HYPER_EQUIPPED,178.0,Tervuren,0.0,,A,3080,1790,11478080,Flemish Brabant,Flanders,9.0,22.0,JUST_RENOVATED,bungalow,0.0,,,1.0,1,residential_monthly_rent
30590,46972,1.0,3,1974.0,Belgium,Gent,,NON_FLOOD_ZONE,,,,,134.0,Gavere,0.0,,E,9890,895,11478058,East Flanders,Flanders,15.0,,GOOD,house,620.0,,1.0,1.0,1,residential_monthly_rent
30724,47124,1.0,4,2003.0,Belgium,Leuven,,NON_FLOOD_ZONE,,1.0,800.0,,450.0,Tienen,0.0,4.0,B,3300,1400,20004524,Flemish Brabant,Flanders,,,AS_NEW,house,1245.0,0.0,1.0,2.0,1,residential_monthly_rent
30725,47125,1.0,3,,Belgium,Mons,,,,,,HYPER_EQUIPPED,120.0,Quaregnon,0.0,2.0,B,7390,995,20004522,Hainaut,Wallonie,,1.0,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
30727,47127,1.0,2,,Belgium,Brussels,,NON_FLOOD_ZONE,,,,USA_INSTALLED,127.0,IXELLES,43.0,3.0,C,1050,1790,20004520,Brussels,Brussels,,0.0,,house,0.0,,1.0,1.0,1,residential_monthly_rent
30729,47129,5.0,6,1957.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,3000.0,HYPER_EQUIPPED,580.0,Woluwe-Saint-Pierre (Sint-Pieters-Woluwe),0.0,4.0,D,1150,11500,20004516,Brussels,Brussels,6.0,,AS_NEW,villa,5700.0,0.0,1.0,5.0,1,residential_monthly_rent
30748,47149,0.0,2,,Belgium,Dinant,,,,1.0,500.0,SEMI_EQUIPPED,111.0,NOISEUX,0.0,,E,5377,800,20004490,Namur,Wallonie,,1.0,JUST_RENOVATED,house,500.0,,1.0,1.0,1,residential_monthly_rent
